sample	ID	seqnames	strand	gene_cluster	gene	Kinetic_class	hpi	Time	cell_line	group	read_count
EHV-1_2h_1	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF5	NC_001491.2	-	ORF5	ORF5	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_1	ORF52	NC_001491.2	-	ORF52	ORF52	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF59	NC_001491.2	-	ORF59	ORF59	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF61	NC_001491.2	-	ORF61	ORF61	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF63	NC_001491.2	-	ORF63	ORF63	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF65	NC_001491.2	-	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_1	ORF67	NC_001491.2	-	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	NOIR_1	NC_001491.2	+	NOIR_1	NOIR_1	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF12	NC_001491.2	+	ORF12	ORF12	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF5	NC_001491.2	-	ORF5	ORF5	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF52	NC_001491.2	-	ORF52	ORF52	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF59	NC_001491.2	-	ORF59	ORF59	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF61	NC_001491.2	-	ORF61	ORF61	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF63	NC_001491.2	-	ORF63	ORF63	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF65	NC_001491.2	-	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF67	NC_001491.2	-	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	NOIR_1	NC_001491.2	+	NOIR_1	NOIR_1	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF12	NC_001491.2	+	ORF12	ORF12	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF5	NC_001491.2	-	ORF5	ORF5	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF52	NC_001491.2	-	ORF52	ORF52	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF59	NC_001491.2	-	ORF59	ORF59	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF61	NC_001491.2	-	ORF61	ORF61	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF63	NC_001491.2	-	ORF63	ORF63	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF65	NC_001491.2	-	ORF65	ORF65	unknown	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF67	NC_001491.2	-	ORF67	ORF67	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	NOIR_1	NC_001491.2	+	NOIR_1	NOIR_1	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF12	NC_001491.2	+	ORF12	ORF12	unknown	48h	48	RK-13	RK-13_48h	5
EHV-1_48h_1	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	48h	48	RK-13	RK-13_48h	40
EHV-1_48h_1	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	48h	48	RK-13	RK-13_48h	18
EHV-1_48h_1	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	48h	48	RK-13	RK-13_48h	6
EHV-1_48h_1	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	48h	48	RK-13	RK-13_48h	13
EHV-1_48h_1	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_1	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_1	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF5	NC_001491.2	-	ORF5	ORF5	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF52	NC_001491.2	-	ORF52	ORF52	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_1	ORF59	NC_001491.2	-	ORF59	ORF59	unknown	48h	48	RK-13	RK-13_48h	44
EHV-1_48h_1	ORF61	NC_001491.2	-	ORF61	ORF61	unknown	48h	48	RK-13	RK-13_48h	7
EHV-1_48h_1	ORF63	NC_001491.2	-	ORF63	ORF63	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_1	ORF65	NC_001491.2	-	ORF65	ORF65	unknown	48h	48	RK-13	RK-13_48h	18
EHV-1_48h_1	ORF67	NC_001491.2	-	ORF67	ORF67	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	NOIR_1	NC_001491.2	+	NOIR_1	NOIR_1	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF12	NC_001491.2	+	ORF12	ORF12	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	48h	48	RK-13	RK-13_48h	27
EHV-1_48h_2	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_2	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_2	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	48h	48	RK-13	RK-13_48h	10
EHV-1_48h_2	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	48h	48	RK-13	RK-13_48h	5
EHV-1_48h_2	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	48h	48	RK-13	RK-13_48h	8
EHV-1_48h_2	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	48h	48	RK-13	RK-13_48h	11
EHV-1_48h_2	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_2	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF5	NC_001491.2	-	ORF5	ORF5	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF52	NC_001491.2	-	ORF52	ORF52	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF59	NC_001491.2	-	ORF59	ORF59	unknown	48h	48	RK-13	RK-13_48h	22
EHV-1_48h_2	ORF61	NC_001491.2	-	ORF61	ORF61	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_2	ORF63	NC_001491.2	-	ORF63	ORF63	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_2	ORF65	NC_001491.2	-	ORF65	ORF65	unknown	48h	48	RK-13	RK-13_48h	10
EHV-1_48h_2	ORF67	NC_001491.2	-	ORF67	ORF67	unknown	48h	48	RK-13	RK-13_48h	8
EHV-1_48h_3	NOIR_1	NC_001491.2	+	NOIR_1	NOIR_1	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF12	NC_001491.2	+	ORF12	ORF12	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF13	NC_001491.2	+	ORF13	ORF13	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF14	NC_001491.2	+	ORF14	ORF14	unknown	48h	48	RK-13	RK-13_48h	15
EHV-1_48h_3	ORF19	NC_001491.2	+	ORF19	ORF19	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF23	NC_001491.2	+	ORF23	ORF23	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF24	NC_001491.2	+	ORF24	ORF24	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF28	NC_001491.2	+	ORF28	ORF28	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF3	NC_001491.2	+	ORF3	ORF3	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF31	NC_001491.2	+	ORF31	ORF31	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_3	ORF38	NC_001491.2	+	ORF38	ORF38	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF42	NC_001491.2	+	ORF42	ORF42	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF43	NC_001491.2	+	ORF43	ORF43	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF46	NC_001491.2	+	ORF46	ORF46	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF50	NC_001491.2	+	ORF50	ORF50	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF51	NC_001491.2	+	ORF51	ORF51	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF65	NC_001491.2	+	ORF65	ORF65	unknown	48h	48	RK-13	RK-13_48h	3
EHV-1_48h_3	ORF67	NC_001491.2	+	ORF67	ORF67	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF70	NC_001491.2	+	ORF70	ORF70	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF73	NC_001491.2	+	ORF73	ORF73	unknown	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_3	ORF8	NC_001491.2	+	ORF8	ORF8	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORFF43	NC_001491.2	+	ORFF43	ORFF43	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	NOIR_2	NC_001491.2	-	NOIR_2	NOIR_2	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF20	NC_001491.2	-	ORF20	ORF20	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF21	NC_001491.2	-	ORF21	ORF21	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF22	NC_001491.2	-	ORF22	ORF22	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF25	NC_001491.2	-	ORF25	ORF25	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_48h_3	ORF26	NC_001491.2	-	ORF26	ORF26	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF27	NC_001491.2	-	ORF27	ORF27	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF30	NC_001491.2	-	ORF30	ORF30	unknown	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_3	ORF35	NC_001491.2	-	ORF35	ORF35	unknown	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF37	NC_001491.2	-	ORF37	ORF37	unknown	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF49	NC_001491.2	-	ORF49	ORF49	unknown	48h	48	RK-13	RK-13_48h	0
